employee_id,first_name,last_name,date_of_birth,hire_date
1086,Alvaro,Alvarez,1998-05-18,2023-08-03
1087,Klara,Johansson,1991-03-09,2020-03-12
1088,Lukas,Johansson,1993-06-03,2021-08-30
1089,Mia,Zimmermann,1993-07-02,2022-06-18
1090,Sara,Jimenez,1981-04-12,2014-04-23
1091,Erik,Lundqvist,1993-01-01,2023-06-17
1092,Noah,Brown,1991-11-25,2019-08-26
1093,Paul,Schafer,1994-12-12,2019-05-05
1094,Joel,Nystrom,1986-12-03,2018-10-22
1095,Emil,Svensson,1989-01-01,2022-09-14
1096,Noah,White,1991-10-17,2019-03-21
1097,Mario,Ruiz,1988-12-26,2020-01-12
1098,Elin,Lindberg,1993-10-05,2022-07-01
1099,Claudia,Sanchez,1987-02-24,2018-03-04
1100,Sara,Pettersson,1983-08-07,2021-05-13
1101,Anna,Pettersson,1998-08-10,2020-05-24
1102,Ben,Neumann,1990-10-08,2012-04-02
1103,Louis,Morel,1981-08-21,2018-05-01
1104,Axel,Lundqvist,1998-05-21,2020-10-04
1105,Tim,Klein,1985-03-30,2017-12-17
1106,Paul,Martin,1986-08-01,2017-04-22
1107,Ida,Pedersen,1988-06-28,2020-08-21
1108,Hugo,Eriksson,1985-02-14,2020-01-16
1109,Tim,Klein,1999-04-30,2023-03-29
1110,William,Larsen,1979-09-27,2013-08-27
1111,Viktor,Nystrom,1985-08-06,2014-04-21
1112,Paul,Thomas,1996-03-26,2018-11-10
1113,Sofia,Moreno,1983-03-26,2013-05-21
1114,Daniel,Perez,1997-07-17,2023-11-27
1115,Anna,Wagner,1993-07-27,2018-03-28
1116,Mathias,Pedersen,1987-02-02,2016-09-27
1117,Anna,Svensson,1985-01-28,2021-08-01
1118,Lena,Kruger,1991-02-16,2019-05-10
1119,Grace,Johnson,1993-12-26,2019-08-20
1120,Emma,Bonnet,1996-11-25,2022-06-18
1121,Hugo,Holm,1987-02-02,2019-12-22
1122,Oscar,Karlsson,1991-07-03,2019-05-14
1123,Axel,Persson,1976-07-06,2018-04-25
1124,Nora,Nilsson,1983-12-19,2018-05-27
1125,Oliver,Allen,1992-05-31,2022-08-15
1126,Emma,Girard,1987-11-06,2018-01-19
1127,Paul,Bonnet,1998-02-14,2020-09-28
1128,Ava,Smith,2000-01-05,2022-03-03
1129,Max,Hoffmann,1987-12-22,2018-04-03
1130,Finn,Meyer,1991-12-20,2021-12-27
1131,Elias,Muller,1974-08-20,2010-10-22
1132,Ebba,Olsson,1979-11-30,2018-03-12
1133,Sofia,Pettersson,1990-11-12,2012-10-27
1134,Noah,Hansen,1963-06-25,2006-07-12
1135,Klara,Hakansson,1981-07-20,2010-09-08
1136,Tim,Kruger,1993-07-12,2023-07-20
1137,Emma,Martin,1992-11-27,2023-09-04
1138,Grace,Hall,1999-07-27,2023-01-22
1139,Mathias,Madsen,1986-01-11,2016-07-11
1140,Agnes,Holm,1995-05-27,2021-05-07
1141,Sienna,Hall,1986-05-27,2020-08-19
1142,Maja,Johansson,1991-11-01,2018-05-19
1143,Joel,Nilsson,1991-10-09,2021-06-09
1144,Matilda,Hakansson,1988-01-27,2018-07-13
1145,Erik,Svensson,1993-08-30,2017-07-26
1146,Oscar,Larsson,1993-09-30,2020-01-02
1147,Jonas,Becker,1976-07-31,2006-03-23
1148,Joel,Andersson,1982-07-28,2016-07-10
1149,Joel,Larsson,1984-05-27,2014-11-05
1150,Oscar,Olsson,1989-03-25,2022-09-14
1151,Manon,Robert,1992-10-28,2019-10-06
1152,Felix,Wolf,1996-12-12,2023-11-14
1153,Anna,Holm,1991-10-01,2020-12-21
1154,Oliver,Andersen,1991-11-29,2019-11-02
1155,William,Pedersen,1980-04-04,2011-12-20
1156,Joel,Olsson,1981-09-04,2018-09-07
1157,Ben,Schafer,2001-06-11,2023-01-28
1158,Andreas,Olsen,1992-06-16,2021-05-19
1159,Chloe,Lambert,1987-05-30,2019-08-06
1160,Marie,Richard,1994-04-21,2023-04-10
1161,Anna,Kristensen,1989-02-04,2017-08-06
1162,Lena,Meyer,1996-10-14,2020-05-07
1163,Carmen,Fernandez,1989-07-20,2022-02-02
1164,Sara,Christensen,1986-01-30,2018-02-23
1165,Grace,Johnson,1995-10-16,2023-01-23
1166,Johan,Larsson,1993-02-26,2022-06-18
1167,Noah,Johnson,1992-06-08,2019-01-30
1168,Lukas,Nystrom,1983-09-11,2019-01-06
1169,Noah,Olsen,1988-09-14,2021-10-24
1170,Sara,Larsson,1988-04-17,2018-08-27
1171,Emma,Lambert,1998-10-09,2023-10-10
1172,Klara,Sandberg,1982-09-18,2018-06-05
1173,Elias,Schwarz,1994-02-24,2020-07-11
1174,Luisa,Kruger,1998-07-07,2020-09-01
1175,Emma,Thomsen,1990-06-27,2020-04-17
1176,Emil,Larsen,1991-01-03,2016-07-15
1177,Viktor,Nystrom,1993-12-19,2020-02-08
1178,Emma,Walker,1991-01-22,2019-02-09
1179,Daniel,Wilson,1991-09-05,2017-11-15
1180,Axel,Svensson,1993-12-08,2021-05-25
1181,Irene,Sanchez,1975-05-29,2011-03-31
1182,Lucia,Sanchez,1994-02-09,2016-07-06
1183,Alma,Jorgensen,1985-06-02,2022-04-23
1184,Noah,Sandberg,1970-07-05,2006-10-26
1185,Diego,Gonzalez,1995-05-26,2017-03-05
1186,Thea,Pedersen,1976-02-23,2006-12-17
1187,Frida,Eriksson,2001-12-24,2023-03-20
1188,Hugo,Perez,1965-12-21,2011-05-14
1189,Joel,Sandberg,1984-04-25,2019-05-23
1190,Lucas,Morel,1987-12-16,2018-06-15
1191,Ebba,Lindberg,1968-04-06,2012-09-18
1192,Matilda,Hakansson,1991-11-28,2021-06-12
1193,Frida,Eriksson,1978-12-25,2011-12-10
1194,William,Johansen,1992-02-28,2018-03-09
1195,Paula,Perez,1988-10-23,2017-06-23
1196,Chloe,Dubois,1995-04-11,2021-07-23
1197,Leon,Schwarz,1976-03-30,2011-10-13
1198,Irene,Gonzalez,1997-10-15,2021-08-31
1199,Tim,Zimmermann,1997-10-07,2022-05-05
1200,Paul,Thomas,1976-08-18,2015-04-29
1201,Mia,Schwarz,1994-03-07,2016-02-15
1202,Paul,Thomas,1991-12-14,2022-10-12
1203,Emil,Svensson,1987-04-10,2012-07-28
1204,Mia,Zimmermann,1993-11-30,2020-09-27
1205,Lukas,Larsson,1998-03-16,2020-04-12
1206,Thomas,Leroy,1990-09-15,2022-08-06
1207,Ebba,Olsson,1996-12-30,2018-04-03
1208,Daniel,Perez,1988-08-02,2019-03-10
1209,Josephine,Hansen,1997-04-13,2020-12-02
1210,Charlotte,Weber,1987-07-12,2019-06-16
1211,Irene,Moreno,1979-01-19,2018-03-31
1212,Johan,Nystrom,1988-09-29,2020-03-15
1213,Josephine,Hansen,1996-04-09,2022-05-30
1214,Mia,Wolf,1998-01-25,2020-11-18
1215,Maja,Svensson,1994-03-06,2019-10-02
1216,Lea,Martin,1992-01-08,2020-07-30
1217,Thomas,Martin,1997-03-13,2020-08-12
1218,Lucia,Garcia,1995-09-06,2021-04-19
1219,Freja,Hansen,1981-01-05,2013-01-01
1220,Adrian,Martinez,1998-05-10,2021-06-11
1221,Alexandre,Bonnet,1995-04-07,2021-05-15
1222,Thea,Hansen,1992-11-06,2021-08-25
1223,Martin,Sanchez,1988-11-08,2017-10-28
1224,Claudia,Rodriguez,1993-08-20,2022-03-27
1225,Daniel,Allen,1991-09-25,2022-12-31
1226,Sienna,White,1992-07-23,2020-06-24
1227,Linnea,Andersson,1999-06-08,2023-08-03
1228,James,Hall,2001-07-22,2023-10-05
1229,Liam,Davies,1993-01-15,2018-07-11
1230,Axel,Lindberg,1995-07-28,2020-12-19
1231,Andreas,Pedersen,1989-07-08,2019-09-29
1232,Klara,Eklund,1968-12-07,2009-01-14
1233,Alba,Martin,1976-12-17,2010-06-15
1234,Laura,Christensen,1987-03-07,2018-01-31
1235,Johan,Sandberg,1999-10-01,2023-11-14
1236,Liam,Walker,1999-07-18,2021-07-13
1237,Sienna,Thomas,1993-06-18,2023-05-18
1238,Mila,Thomas,1992-09-19,2020-09-17
1239,Klara,Karlsson,1980-08-28,2018-08-14
1240,Laura,Meyer,1995-10-09,2019-11-19
1241,Felix,Schwarz,1982-11-03,2009-11-23
1242,Nora,Andersson,1986-06-06,2022-03-07
1243,Emma,Kristensen,1978-10-24,2007-01-28
1244,Claudia,Fernandez,1999-02-10,2021-01-10
1245,Charlotte,Klein,1992-04-09,2021-05-19
1246,Clara,Martin,1984-02-03,2018-02-17
1247,Anna,Aberg,1982-12-11,2018-07-06
1248,William,Nielsen,1997-03-06,2023-04-17
1249,Noa,Gomez,1973-05-21,2013-11-14
1250,Tim,Richter,1992-12-12,2023-02-25
1251,Mathias,Petersen,1996-10-17,2023-08-06
1252,Marie,Bauer,1994-04-19,2022-08-23
1253,Joel,Bjork,1997-07-17,2023-12-08
1254,Emil,Bjork,1988-11-17,2022-07-25
1255,Lukas,Lindberg,1984-04-02,2011-02-10
1256,Emilia,Kruger,1980-05-10,2018-03-13
1257,Elin,Persson,1979-03-20,2014-04-17
1258,Oscar,Andersen,1990-04-12,2019-11-30
1259,Emil,Bjork,1990-08-04,2018-12-15
1260,Oliver,Petersen,1998-12-30,2021-02-24
1261,Linnea,Andersson,1997-10-27,2022-06-08
1262,Ella,Wilson,1991-11-28,2019-06-09
1263,Hugo,Fournier,1985-07-15,2018-10-03
1264,Noah,Andersson,1983-02-24,2019-04-26
1265,Finn,Schmidt,1986-12-01,2021-09-13
1266,Alvaro,Alvarez,1987-09-10,2018-11-24
1267,Emily,Evans,1985-02-16,2020-02-20
1268,Anna,Becker,2000-03-29,2022-02-05
1269,Nicolas,Girard,1984-07-29,2019-12-23
1270,Moritz,Zimmermann,1996-12-21,2018-01-13
1271,Mikkel,Madsen,1993-01-14,2021-01-22
1272,Lena,Hartmann,1988-08-30,2022-07-06
1273,Agnes,Eklund,1993-02-10,2018-05-23
1274,Javier,Martinez,1984-04-05,2019-07-19
1275,Lukas,Karlsson,1991-04-02,2019-02-21
1276,William,Rasmussen,1988-06-29,2013-10-22
1277,Anna,Nilsson,1993-05-03,2021-01-26
1278,Noah,Svensson,1993-01-10,2023-12-28
1279,Ines,Petit,1994-03-25,2020-08-10
1280,Alva,Bjork,1978-01-06,2013-07-15
1281,Joel,Johansson,1990-12-21,2012-06-01
1282,Laura,Rasmussen,1983-07-29,2022-02-13
1283,Matilda,Larsson,1985-07-07,2019-02-28
1284,Elena,Alvarez,1998-12-20,2020-08-03
1285,Ebba,Persson,1997-05-24,2019-05-14
1286,Nathan,Taylor,1970-09-06,2010-08-15
1287,Noah,Olsson,2000-12-26,2022-01-13
1288,Nathan,White,1987-11-04,2011-10-30
1289,Marie,Richter,1997-11-29,2020-11-17
1290,Laura,Sorensen,1990-11-27,2016-02-03
1291,Lukas,Karlsson,1967-12-18,2006-11-04
1292,Chloe,Lambert,1992-10-20,2021-06-05
1293,Sarah,Girard,1971-07-22,2009-04-24
1294,Simon,Gustafsson,2000-05-09,2022-09-16
1295,Joel,Larsson,1982-10-06,2018-07-29
1296,Javier,Martin,1997-10-10,2020-08-25
1297,Sara,Martin,1994-07-24,2020-07-11
1298,Maja,Johansson,1992-01-11,2021-10-30
1299,Ava,King,2000-12-13,2022-05-22
1300,Sofia,Eriksson,1990-06-24,2021-01-01
1301,Mathias,Johansen,1978-01-16,2010-06-01
1302,Oscar,Larsen,1992-04-19,2016-11-16
1303,Noah,Jorgensen,1987-09-06,2018-04-15
1304,Emma,Thomas,1996-05-12,2019-03-10
1305,Diego,Fernandez,1975-11-29,2010-03-28
1306,Noah,Gustafsson,1988-09-07,2021-06-23
1307,Henry,Brown,1981-05-23,2018-05-29
1308,Ella,Allen,1976-01-23,2014-02-01
1309,Antoine,Laurent,1993-06-14,2022-11-24
1310,Leon,Meyer,1998-05-14,2020-08-05
1311,Henry,Allen,1987-03-13,2020-09-10
1312,Sara,Bergstrom,1998-06-19,2020-05-24
1313,Axel,Sandberg,2000-08-03,2023-06-11
1314,Emma,Wilson,1987-12-21,2020-01-09
1315,Anna,Muller,1994-09-26,2023-06-10
1316,Simon,Karlsson,1997-02-28,2020-10-05
1317,Ebba,Lindberg,1995-03-16,2018-07-11
1318,Mila,Evans,1979-06-27,2018-11-07
1319,Emil,Gustafsson,1989-09-29,2020-05-19
1320,Klara,Hakansson,1992-07-09,2022-03-18
1321,Nathan,Roberts,1999-12-26,2023-09-09
1322,Freja,Sorensen,1989-09-29,2022-06-14
1323,Noah,Madsen,1998-01-21,2020-08-17
1324,Ava,Roberts,1985-06-22,2011-08-29
1325,Frida,Bjork,1972-10-05,2007-11-05
1326,Klara,Larsson,1995-08-19,2022-05-31
1327,Sophie,Koch,2000-02-20,2022-06-25
1328,Alexandre,Robert,1995-03-02,2021-12-20
1329,Daniel,Walker,1989-02-25,2011-11-09
1330,Hugo,Jimenez,1979-06-27,2017-07-12
1331,William,Jorgensen,1997-10-26,2022-08-04
1332,Simon,Eklund,1995-12-03,2019-08-13
1333,Emily,Young,1994-03-05,2021-06-16
1334,Ida,Persson,1996-04-03,2018-09-26
1335,Anna,Wagner,1991-12-08,2020-12-19
1336,Oscar,Bergstrom,1982-12-12,2011-02-11
1337,Anna,Schwarz,1997-03-11,2020-09-12
1338,Emil,Hakansson,1993-05-06,2022-01-11
1339,Lea,Lambert,1989-01-04,2021-06-26
1340,Lucas,Lefebvre,1989-07-04,2019-07-10
1341,Joel,Persson,1993-03-29,2020-09-30
1342,Liam,Allen,1998-07-08,2023-04-24
1343,Paul,Schneider,1997-05-19,2019-03-08
1344,Elin,Aberg,1993-05-08,2018-05-25
1345,Diego,Romero,1966-05-15,2006-12-21
1346,Viktor,Nilsson,1991-05-11,2021-02-25
1347,Paul,Bernard,1987-07-24,2022-11-10
1348,Nora,Olsson,1995-05-25,2022-10-10
1349,Oliver,Hansen,1983-11-27,2019-03-05
1350,Matilda,Olsson,1997-11-17,2021-05-02
1351,Max,Wagner,1996-07-02,2020-03-02
1352,Daniel,Hernandez,1989-11-12,2022-04-30
1353,Jack,Taylor,1986-02-24,2020-05-25
1354,Hugo,Diaz,1984-09-21,2022-01-21
1355,Emily,Hall,1983-01-25,2019-02-27
1356,Oliver,Johnson,1991-04-07,2016-01-30
1357,Baptiste,Bertrand,2000-12-06,2023-05-30
1358,Anna,Petersen,1992-09-16,2023-08-16
1359,Noah,Nilsson,1969-02-10,2013-12-18
1360,Daniel,Roberts,1990-03-09,2021-05-10
1361,Noah,Zimmermann,1977-05-16,2019-03-23
1362,Joel,Bjork,1990-07-09,2021-11-25
1363,Camille,Martin,1992-07-20,2020-03-19
1364,Maja,Olsson,1982-02-19,2016-11-06
1365,James,Allen,1996-02-14,2023-03-19
1366,Camille,Fournier,1990-06-18,2022-03-19
1367,Sofia,Jimenez,1986-01-11,2018-08-13
1368,Agnes,Nystrom,1989-12-09,2020-04-20
1369,Elin,Sandberg,1998-06-09,2020-12-28
1370,Lukas,Aberg,1986-09-17,2018-01-30
1371,Viktor,Nielsen,1993-12-16,2019-05-10
1372,Ava,Hall,1987-06-14,2012-10-13
1373,Henry,Davies,1995-06-12,2023-05-15
1374,Ebba,Eklund,1996-10-03,2023-09-27
1375,Frida,Lundqvist,1998-03-08,2022-03-27
1376,Laura,Jorgensen,1994-07-23,2016-12-25
1377,Nora,Nilsson,1990-03-03,2023-12-09
1378,Joel,Nystrom,1996-11-15,2021-09-16
1379,Erik,Aberg,1985-10-03,2019-04-28
1380,Simon,Olsson,1990-02-08,2020-08-10
1381,Alma,Madsen,1982-06-01,2018-03-17
1382,Nora,Bergstrom,1991-09-30,2022-11-17
1383,Liam,King,1992-06-06,2019-08-14
1384,Anna,Karlsson,1983-01-10,2015-03-18
1385,Felix,Hartmann,1994-10-06,2020-06-10
1386,Johan,Nilsson,1974-11-02,2010-01-17
1387,Klara,Eklund,1996-01-19,2023-01-02
1388,Thea,Jorgensen,1978-03-13,2011-12-21
1389,Elin,Sandberg,1982-04-28,2018-03-17
1390,Ida,Persson,1992-09-30,2022-12-11
1391,Oliver,Kristensen,1989-10-28,2021-11-05
1392,Klara,Lundqvist,1989-04-21,2018-08-16
1393,Lea,Martin,1990-02-26,2019-04-06
1394,Luisa,Weber,1965-03-24,2015-09-06
1395,Sara,Sanchez,1987-08-16,2020-04-17
1396,Emma,Young,1990-05-05,2018-08-12
1397,Alexandre,Richard,1978-07-25,2018-02-14
1398,Oscar,Aberg,1977-02-14,2012-04-09
1399,Irene,Romero,1977-04-01,2019-11-23
1400,Daniel,Gonzalez,1990-11-15,2023-04-23
1401,Louis,Roux,1989-06-30,2016-10-24
1402,Ethan,Davies,1994-09-04,2023-02-17
1403,Axel,Nystrom,1983-08-17,2018-10-05
1404,Marie,Thomas,1997-03-05,2022-12-31
1405,Emil,Andersson,1985-12-06,2022-06-19
1406,Alba,Lopez,1964-10-19,2007-04-23
1407,Klara,Sandberg,1983-12-03,2015-02-20
1408,Oscar,Jensen,1999-05-06,2021-04-19
1409,Mathias,Nielsen,1994-10-28,2021-03-07
1410,Agnes,Pettersson,2000-11-01,2023-03-03
1411,Oliver,Poulsen,1987-05-06,2018-09-02
1412,Noah,Nystrom,1993-06-27,2020-06-25
1413,Noah,Schmidt,1975-09-21,2013-12-04
1414,Charlotte,Fischer,1999-06-22,2021-10-03
1415,Elin,Eriksson,1987-03-06,2021-04-19
1416,Oscar,Nielsen,1994-12-09,2021-02-05
1417,Anna,Olsson,1997-07-05,2020-03-28
1418,Thomas,Bertrand,1981-02-22,2010-01-12
1419,Oscar,Bergstrom,1985-04-14,2016-02-08
1420,Emilia,Richter,2001-04-22,2023-09-09
1421,Nora,Karlsson,1991-07-04,2021-01-24
1422,James,Evans,1980-07-18,2020-03-18
1423,Lukas,Holm,1991-06-18,2021-10-29
1424,Johan,Pettersson,1990-08-21,2021-06-14
1425,Noah,Johnson,1992-01-27,2016-08-07
1426,Maja,Olsson,1969-10-30,2009-03-29
1427,Sophie,Koch,1991-04-19,2013-12-18
1428,Linnea,Andersson,1985-05-06,2019-06-06
1429,Grace,Roberts,1987-01-01,2020-02-27
1430,Finn,Meyer,1988-07-17,2013-12-29
1431,Noah,Kruger,1996-06-14,2020-07-11
1432,Lucas,David,1974-08-18,2011-06-11
1433,Alvaro,Alvarez,2001-09-24,2023-12-13
1434,Sofia,Sandberg,1994-09-16,2023-03-08
1435,Johanna,Weber,1999-01-30,2021-02-25
1436,Magnus,Larsen,1991-06-08,2022-01-17
1437,Ines,Moreau,1982-07-14,2021-10-11
1438,Felix,Schmidt,1987-08-27,2018-06-13
1439,Amelia,Taylor,1990-08-08,2019-10-25
1440,Ida,Sandberg,1998-01-06,2020-08-22
1441,Camille,Bertrand,1991-03-14,2022-01-25
1442,Viktor,Olsson,1994-09-08,2020-06-30
1443,Adrian,Martin,1986-01-06,2016-06-22
1444,Sara,Lundqvist,1998-04-01,2022-04-29
1445,Noa,Romero,1987-04-17,2019-07-10
1446,Chloe,Leroy,1986-03-15,2019-01-07
1447,Thomas,Durand,1992-09-10,2020-04-26
1448,Valeria,Ruiz,1993-02-04,2021-10-10
1449,Nora,Nilsson,1991-11-23,2020-03-10
1450,William,Pedersen,1978-07-08,2006-10-18
1451,Noa,Ruiz,1994-01-17,2022-03-15
1452,Hannah,Muller,2000-12-30,2023-05-19
1453,Irene,Fernandez,2001-03-02,2023-10-21
1454,Klara,Bergstrom,2001-10-03,2023-02-22
1455,Hugo,Hakansson,1987-07-02,2011-07-20
1456,Frida,Karlsson,1988-04-06,2022-10-20
1457,Ida,Gustafsson,1982-09-16,2015-06-10
1458,Thea,Christensen,1996-09-17,2018-05-09
1459,Erik,Holm,1996-05-15,2018-01-08
1460,Emil,Hakansson,1998-07-12,2023-12-19
1461,Hugo,Lefebvre,1989-02-14,2022-07-03
1462,Agnes,Aberg,1984-02-05,2010-08-31
1463,Luisa,Hartmann,1994-08-09,2018-06-20
1464,Matilda,Nystrom,1996-01-07,2021-01-14
1465,Henry,Young,1985-10-08,2020-12-02
1466,Agnes,Gustafsson,1996-02-28,2020-05-07
1467,Alva,Eklund,1980-01-01,2018-10-26
1468,Nora,Aberg,1988-12-09,2016-10-23
1469,Joel,Holm,1995-05-05,2020-02-19
1470,Marie,Schwarz,1995-05-15,2022-12-08
1471,Mila,Brown,1989-09-24,2017-10-24
1472,Finn,Bauer,1986-08-13,2020-07-30
1473,Luisa,Richter,1991-05-11,2021-05-28
1474,Alvaro,Perez,1981-10-30,2014-01-06
1475,Lukas,Pettersson,1976-04-15,2010-09-20
1476,Julie,Petit,2001-11-19,2023-04-29
1477,Jules,Martin,1991-12-27,2017-05-23
1478,Agnes,Bjork,1977-03-25,2010-02-15
1479,Jules,Fournier,1982-07-12,2013-07-16
1480,Magnus,Larsen,2001-07-12,2023-12-04
1481,Emma,King,1996-07-14,2023-08-17
1482,Anna,Fischer,2000-11-29,2022-01-01
1483,Jonas,Becker,1982-03-18,2012-01-17
1484,Alba,Lopez,1988-01-07,2020-12-13
1485,Noah,Richter,1998-10-17,2020-03-08
1486,Sienna,Smith,1988-06-07,2022-11-09
1487,Sofia,Aberg,1997-06-30,2023-10-28
1488,Lena,Zimmermann,1982-07-25,2006-12-24
1489,Ebba,Eriksson,1986-08-12,2018-09-01
1490,Noah,Eklund,1997-05-05,2023-02-16
1491,Sofia,Moreno,1979-05-19,2019-10-12
1492,Agnes,Nystrom,1990-09-28,2020-01-12
1493,Freja,Thomsen,1981-12-01,2022-11-07
1494,Maja,Olsson,1994-10-12,2020-07-01
1495,Jules,Morel,1991-09-07,2021-07-07
1496,Tim,Schwarz,1985-05-05,2019-04-02
1497,Nora,Persson,1998-03-07,2020-07-08
1498,Emma,Madsen,1983-01-15,2022-07-17
1499,Oceane,Dubois,1981-02-16,2019-01-12
1500,Klara,Eriksson,1981-05-30,2019-07-13
1501,Andreas,Nielsen,1987-04-28,2019-02-25
1502,Mila,Young,1982-05-09,2017-02-02
1503,Erik,Bergstrom,1997-05-30,2023-11-26
1504,Sara,Rodriguez,1993-04-05,2019-11-24
1505,Lukas,Hakansson,1987-07-05,2019-03-18
1506,Irene,Diaz,1991-04-27,2019-08-05
1507,Mia,Muller,1962-12-30,2010-01-19
1508,Finn,Weber,1999-11-30,2021-10-12
1509,Noah,Hakansson,1981-07-24,2015-06-17
1510,Mathias,Andersen,1975-11-10,2006-06-04
1511,Sofia,Svensson,1983-09-04,2012-04-23
1512,Ida,Kristensen,1985-08-23,2022-09-22
1513,Henry,Davies,1988-11-24,2022-02-19
1514,Sofia,Eklund,1996-06-12,2021-03-04
1515,Martin,Sanchez,1990-11-16,2021-12-15
1516,Lucia,Alvarez,1983-12-07,2016-08-22
1517,Grace,Johnson,1991-04-25,2020-05-30
1518,Liam,Allen,1997-01-23,2022-01-13
1519,Clara,Johansen,1994-11-22,2022-05-10
1520,Axel,Hakansson,1981-06-25,2014-08-30
1521,Mia,Fischer,1991-12-19,2022-07-13
1522,Sophie,Wagner,1992-08-26,2022-04-27
1523,Agnes,Svensson,1985-05-13,2012-06-08
1524,Noah,Sandberg,1999-01-17,2023-03-18
1525,Lukas,Persson,1985-05-25,2018-01-29
1526,Hugo,Gustafsson,1990-11-25,2019-08-12
1527,Nathan,Wilson,1995-10-01,2017-01-11
1528,Josephine,Jensen,1998-02-20,2023-04-08
1529,James,Young,1987-05-11,2021-03-05
1530,Jonas,Neumann,1996-04-03,2023-08-19
1531,Tim,Muller,1985-02-09,2008-10-13
1532,Lucia,Romero,1969-05-21,2010-08-14
1533,Sofia,Aberg,1993-08-29,2023-07-14
1534,Emilia,Richter,1999-01-13,2021-05-16
1535,Ida,Jensen,1993-03-28,2018-11-02
1536,Elin,Lindberg,1992-04-20,2022-08-17
1537,Viktor,Larsen,1993-07-05,2019-02-24
1538,Johan,Karlsson,1973-03-06,2008-08-22
1539,Noa,Sanchez,1988-11-14,2021-03-10
1540,Jack,Young,1999-06-30,2021-09-04
1541,Camille,Bernard,1983-12-12,2021-03-24
1542,Ida,Kristensen,1981-07-13,2019-04-13
1543,Charlotte,Schmidt,1995-10-11,2021-06-26
1544,Nora,Eklund,1965-09-01,2008-06-22
1545,Sophie,Schneider,1975-08-20,2007-08-29
1546,Felix,Hartmann,1996-01-19,2018-05-28
1547,Johan,Pettersson,1980-10-18,2012-12-25
1548,Leon,Wolf,1983-03-18,2018-06-24
1549,Grace,Allen,1997-02-05,2021-02-11
1550,Hugo,Bonnet,1999-04-19,2021-03-16
1551,Javier,Sanchez,1986-04-09,2020-11-03
1552,Thea,Thomsen,1986-09-25,2019-12-06
1553,Matilda,Nystrom,1965-05-24,2009-07-22
1554,Liam,Smith,1993-01-14,2023-02-27
1555,Alexandre,Michel,1997-05-03,2022-04-13
1556,Ava,White,1991-07-16,2013-04-15
1557,Pablo,Gomez,1973-05-19,2010-05-07
1558,James,King,1997-01-05,2021-09-28
1559,Max,Wolf,1989-01-07,2019-02-23
1560,Viktor,Aberg,2000-06-04,2022-01-02
1561,Alba,Hernandez,1979-05-27,2014-11-03
1562,Emma,Smith,1989-02-24,2022-07-28
1563,Frida,Holm,1991-01-17,2020-07-07
1564,Laura,Richter,1976-06-15,2015-02-22
1565,Agnes,Nystrom,1992-04-20,2020-07-07
1566,Simon,Eriksson,1993-08-22,2021-08-19
1567,Nora,Eriksson,1988-09-21,2020-12-09
1568,Linnea,Johansson,1992-01-07,2021-10-02
1569,Paul,Thomas,1983-03-20,2018-10-23
1570,Chloe,Hall,1997-07-10,2023-11-19
1571,Alvaro,Alvarez,1984-05-29,2018-01-28
1572,Emilia,Schmidt,1993-09-04,2022-03-02
1573,Maja,Hakansson,1987-09-13,2017-02-10
1574,Frida,Aberg,1985-01-01,2021-04-06
1575,Johan,Svensson,1994-03-27,2021-06-02
1576,Erik,Lindberg,1998-09-03,2021-06-18
1577,Klara,Sandberg,1987-09-03,2020-11-24
1578,Pablo,Gonzalez,1989-04-17,2019-05-23
1579,Oscar,Olsson,1995-06-11,2023-04-20
1580,Anna,Wolf,1988-11-07,2011-12-24
1581,Louis,Thomas,1988-07-26,2022-07-23
1582,Lukas,Pettersson,2001-03-06,2023-02-15
1583,Ella,Hall,1988-04-20,2018-12-11
1584,Jonas,Wagner,1993-06-27,2022-07-16
1585,Linnea,Lindberg,1982-10-30,2014-02-23
1586,Elin,Holm,1999-10-20,2023-08-03
1587,Alva,Karlsson,1994-03-06,2022-11-15
1588,Viktor,Johansson,1984-01-13,2019-05-31
1589,Noah,Young,1989-10-30,2021-03-06
1590,Emma,White,1982-11-27,2018-05-23
1591,Elin,Karlsson,1985-01-25,2016-04-13
1592,Baptiste,Richard,1967-03-07,2011-09-15
1593,Camille,Lefebvre,1990-07-17,2012-07-26
1594,Lucas,Dubois,1997-12-24,2019-09-09
1595,Sara,Perez,1983-09-13,2019-06-05
1596,Klara,Pettersson,1988-12-28,2021-04-02
1597,Laura,Wolf,1987-03-30,2021-01-02
1598,Claudia,Ruiz,1979-07-26,2018-07-18
1599,Noah,Nilsson,1997-12-13,2020-03-01
1600,Manon,Durand,1982-01-08,2013-03-20
1601,Viktor,Karlsson,1996-04-11,2020-01-05
1602,Adrien,Morel,1975-11-23,2008-01-18
1603,Ida,Gustafsson,1997-11-05,2022-07-16
1604,Sophie,Kruger,1994-06-23,2022-05-25
1605,Anna,Larsson,1994-07-14,2021-04-30
1606,Julie,Simon,1995-12-05,2022-01-30
1607,Leon,Weber,1985-12-10,2011-01-19
1608,Mario,Martin,1993-07-22,2018-08-05
1609,Klara,Andersson,1983-03-04,2016-05-06
1610,Elin,Nystrom,1969-12-23,2007-04-12
1611,Laura,Jorgensen,1982-01-05,2012-10-10
1612,Anna,Persson,1987-10-08,2022-10-22
